firstName,lastName,emailAddress,active
PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,1
CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,1
JOHNNY,TURPIN,JOHNNY.TURPIN@sakilacustomer.org,1
EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,1
JIMMY,SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,1
ANTONIO,MEEK,ANTONIO.MEEK@sakilacustomer.org,1
DANNY,ISOM,DANNY.ISOM@sakilacustomer.org,1
BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,1
TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,1
LUIS,YANEZ,LUIS.YANEZ@sakilacustomer.org,1
MIKE,WAY,MIKE.WAY@sakilacustomer.org,1
STANLEY,SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,1
LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,1
NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,0
DALE,RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,1
MANUEL,MURRELL,MANUEL.MURRELL@sakilacustomer.org,1
RODNEY,MOELLER,RODNEY.MOELLER@sakilacustomer.org,1
CURTIS,IRBY,CURTIS.IRBY@sakilacustomer.org,1
NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,1
ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,1
MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,1
VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,1
GLENN,PULLEN,GLENN.PULLEN@sakilacustomer.org,1
JEFFERY,PINSON,JEFFERY.PINSON@sakilacustomer.org,1
TRAVIS,ESTEP,TRAVIS.ESTEP@sakilacustomer.org,1
JEFF,EAST,JEFF.EAST@sakilacustomer.org,1
CHAD,CARBONE,CHAD.CARBONE@sakilacustomer.org,1
JACOB,LANCE,JACOB.LANCE@sakilacustomer.org,1
LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,1
MELVIN,ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,1
ALFRED,CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,1
KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,1
FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,1
BRADLEY,MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,1
JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,1
HERBERT,KRUGER,HERBERT.KRUGER@sakilacustomer.org,1
FREDERICK,ISBELL,FREDERICK.ISBELL@sakilacustomer.org,1
RAY,HOULE,RAY.HOULE@sakilacustomer.org,1
JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,1
EDWIN,BURK,EDWIN.BURK@sakilacustomer.org,1
DON,BONE,DON.BONE@sakilacustomer.org,1
EDDIE,TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,1
RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,1
TROY,QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,1
RANDALL,NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,1
BARRY,LOVELACE,BARRY.LOVELACE@sakilacustomer.org,1
ALEXANDER,FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,1
BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,1
MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,1
LEROY,BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,1
FRANCISCO,SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,1
MARCUS,HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,1
MICHEAL,FORMAN,MICHEAL.FORMAN@sakilacustomer.org,1
THEODORE,CULP,THEODORE.CULP@sakilacustomer.org,0
CLIFFORD,BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,1
MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,1
OSCAR,AQUINO,OSCAR.AQUINO@sakilacustomer.org,1
JAY,ROBB,JAY.ROBB@sakilacustomer.org,1
JIM,REA,JIM.REA@sakilacustomer.org,1
TOM,MILNER,TOM.MILNER@sakilacustomer.org,1
CALVIN,MARTEL,CALVIN.MARTEL@sakilacustomer.org,1
ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,1
JON,WILES,JON.WILES@sakilacustomer.org,1
RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,1
BILL,GAVIN,BILL.GAVIN@sakilacustomer.org,1
LLOYD,DOWD,LLOYD.DOWD@sakilacustomer.org,1
TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,1
LEON,BOSTIC,LEON.BOSTIC@sakilacustomer.org,1
DEREK,BLAKELY,DEREK.BLAKELY@sakilacustomer.org,1
WARREN,SHERROD,WARREN.SHERROD@sakilacustomer.org,1
DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,1
JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,1
FLOYD,GANDY,FLOYD.GANDY@sakilacustomer.org,1
LEO,EBERT,LEO.EBERT@sakilacustomer.org,1
ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,1
TIM,CARY,TIM.CARY@sakilacustomer.org,1
WESLEY,BULL,WESLEY.BULL@sakilacustomer.org,1
GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,1
DEAN,SAUER,DEAN.SAUER@sakilacustomer.org,1
GREG,ROBINS,GREG.ROBINS@sakilacustomer.org,1
JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,1
DUSTIN,GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,1
PEDRO,CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,1
DERRICK,BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,1
DAN,PAINE,DAN.PAINE@sakilacustomer.org,1
LEWIS,LYMAN,LEWIS.LYMAN@sakilacustomer.org,1
ZACHARY,HITE,ZACHARY.HITE@sakilacustomer.org,1
COREY,HAUSER,COREY.HAUSER@sakilacustomer.org,1
HERMAN,DEVORE,HERMAN.DEVORE@sakilacustomer.org,1
MAURICE,CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,0
VERNON,CHAPA,VERNON.CHAPA@sakilacustomer.org,1
ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,1
CLYDE,TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,1
GLEN,TALBERT,GLEN.TALBERT@sakilacustomer.org,1
HECTOR,POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,1
SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,1
RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,1
SAM,MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,1
RICK,MATTOX,RICK.MATTOX@sakilacustomer.org,1
LESTER,KRAUS,LESTER.KRAUS@sakilacustomer.org,1
BRENT,HARKINS,BRENT.HARKINS@sakilacustomer.org,1
RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org,1
CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,1
TYLER,WREN,TYLER.WREN@sakilacustomer.org,1
GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,1
GENE,SANBORN,GENE.SANBORN@sakilacustomer.org,1
MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,1
REGINALD,KINDER,REGINALD.KINDER@sakilacustomer.org,1
RUBEN,GEARY,RUBEN.GEARY@sakilacustomer.org,1
BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1
ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,1
NATHANIEL,ADAM,NATHANIEL.ADAM@sakilacustomer.org,1
RAFAEL,ABNEY,RAFAEL.ABNEY@sakilacustomer.org,1
LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,1
EDGAR,RHOADS,EDGAR.RHOADS@sakilacustomer.org,1
MILTON,HOWLAND,MILTON.HOWLAND@sakilacustomer.org,1
RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org,1
BEN,EASTER,BEN.EASTER@sakilacustomer.org,0
CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,1
CECIL,VINES,CECIL.VINES@sakilacustomer.org,1
DUANE,TUBBS,DUANE.TUBBS@sakilacustomer.org,1
FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,1
ANDRE,RAPP,ANDRE.RAPP@sakilacustomer.org,1
ELMER,NOE,ELMER.NOE@sakilacustomer.org,1
BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,1
GABRIEL,HARDER,GABRIEL.HARDER@sakilacustomer.org,1
RON,DELUCA,RON.DELUCA@sakilacustomer.org,1
MITCHELL,WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,1
ROLAND,SOUTH,ROLAND.SOUTH@sakilacustomer.org,1
ARNOLD,HAVENS,ARNOLD.HAVENS@sakilacustomer.org,1
HARVEY,GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,1
JARED,ELY,JARED.ELY@sakilacustomer.org,1
ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org,1
KARL,SEAL,KARL.SEAL@sakilacustomer.org,1
CORY,MEEHAN,CORY.MEEHAN@sakilacustomer.org,1
CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org,1
ERIK,GUILLEN,ERIK.GUILLEN@sakilacustomer.org,1
DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,1
JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,1
NEIL,RENNER,NEIL.RENNER@sakilacustomer.org,1
JESSIE,MILAM,JESSIE.MILAM@sakilacustomer.org,1
CHRISTIAN,JUNG,CHRISTIAN.JUNG@sakilacustomer.org,0
JAVIER,ELROD,JAVIER.ELROD@sakilacustomer.org,1
FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,1
CLINTON,BUFORD,CLINTON.BUFORD@sakilacustomer.org,1
TED,BREAUX,TED.BREAUX@sakilacustomer.org,1
MATHEW,BOLIN,MATHEW.BOLIN@sakilacustomer.org,1
TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,1
DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1
LONNIE,TIRADO,LONNIE.TIRADO@sakilacustomer.org,1
LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,1
CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,1
JULIO,NOLAND,JULIO.NOLAND@sakilacustomer.org,1
KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,1
KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,1
ALLAN,CORNISH,ALLAN.CORNISH@sakilacustomer.org,1
NELSON,CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,1
GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,1
CLAYTON,BARBEE,CLAYTON.BARBEE@sakilacustomer.org,1
HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1
MAX,PITT,MAX.PITT@sakilacustomer.org,1
DWAYNE,OLVERA,DWAYNE.OLVERA@sakilacustomer.org,1
DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1
ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,1
FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,1
JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,0
EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1
JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1
IAN,STILL,IAN.STILL@sakilacustomer.org,1
WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,1
KEN,PREWITT,KEN.PREWITT@sakilacustomer.org,1
BOB,PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,1
JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,1
CASEY,MENA,CASEY.MENA@sakilacustomer.org,1
ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1
ALBERTO,HENNING,ALBERTO.HENNING@sakilacustomer.org,1
DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,1
IVAN,CROMWELL,IVAN.CROMWELL@sakilacustomer.org,1
JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,1
SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1
BYRON,BOX,BYRON.BOX@sakilacustomer.org,1
JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,1
ISAAC,OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,1
MORRIS,MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,1
CLIFTON,MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,1
WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1
DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1
ROSS,GREY,ROSS.GREY@sakilacustomer.org,1
VIRGIL,WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,1
ANDY,VANHORN,ANDY.VANHORN@sakilacustomer.org,1
MARSHALL,THORN,MARSHALL.THORN@sakilacustomer.org,1
SALVADOR,TEEL,SALVADOR.TEEL@sakilacustomer.org,1
PERRY,SWAFFORD,PERRY.SWAFFORD@sakilacustomer.org,1
KIRK,STCLAIR,KIRK.STCLAIR@sakilacustomer.org,1
SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,1
MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1
TRACY,HERRMANN,TRACY.HERRMANN@sakilacustomer.org,1
SETH,HANNON,SETH.HANNON@sakilacustomer.org,1
KENT,ARSENAULT,KENT.ARSENAULT@sakilacustomer.org,1
TERRANCE,ROUSH,TERRANCE.ROUSH@sakilacustomer.org,0
RENE,MCALISTER,RENE.MCALISTER@sakilacustomer.org,1
EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1
TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,1
ENRIQUE,FORSYTHE,ENRIQUE.FORSYTHE@sakilacustomer.org,1
FREDDIE,DUGGAN,FREDDIE.DUGGAN@sakilacustomer.org,1
WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,1
AUSTIN,CINTRON,AUSTIN.CINTRON@sakilacustomer.org,1
